title,ingredients,distinct_ingredients,num_ingredients,link,source,directions
Blackberry Peach Quinoa Burgers On Sweet Potato Buns,"[""For the burgers:"", ""1 ripe peach"", ""1 cup blackberries"", ""1/2 cup quinoa"", ""1/2 cup buckwheat flour"", ""1 tablespoon tamari"", ""1 tablespoon tahini"", ""1 tablespoon apple cider vinegar"", ""1 pinch salt &amp; pepper (to taste)"", ""For the buns:"", ""1 1/2 cups gluten-free oat flour"", ""1/2 cup sweet potato puree"", ""1 tablespoon coconut oil"", ""1/4 teaspoon nutmeg"", ""1/2 teaspoon sea salt""]","apple cider vinegar, blackberries, buckwheat flour, buns, burgers, coconut oil, flour, nutmeg, peach, puree, quinoa, salt, tahini, tamari",14,food52.com/recipes/31058-blackberry-peach-quinoa-burgers-on-sweet-potato-buns,Gathered,"[""Cook your quinoa in 1 cup water on the stovetop until the water is all absorbed, about 10-15 minutes."", ""While that cooks, add your blackberries to a large mixing bowl and mash them pretty well with the back of a fork."", ""Then add the rest of your ingredients, along with the quinoa once it's cooked."", ""Scoop up about 1/4 of the mix with your hands and form a patty. Repeat with the other 3 burger patties."", ""Give the burgers a good sear in a lightly oiled skillet over medium-high heat until each side is nice & dark & crispy-like."", ""Then put them on a greased cookie sheet in the 350 oven from whence the buns came, and cook for another 15 minutes."", ""Preheat your oven to 350 F and grease a baking sheet."", ""Mix your ingredients in a large bowl until combined. You should end up with a big ball of dough that you can roll out and cut. If it's too sticky, add a little more flour a bit at a time."", ""Sprinkle some oat flour on the paper or counter and on a rolling pin. Then roll your dough out to about 1/2 inch of thickness."", ""Once you have a nice flat sheet of dough, use a round cookie cutter - or rim of a drinking glass as an impromptu one - to cut nice even round shapes out of the dough. Place these on your greased baking pan."", ""Once you've cut out all the biscuits you can, smoosh the dough back together and roll it out again and repeat. When you can't possibly roll out another bun, you'll be good to bake!"", ""Place your cookie sheet of buns in the oven for 15 minutes or until golden and firm. Remove from the oven and let cool."", ""Put one bun on a plate, then your burger, then top with whatever you like. Repeat with the other guys and you'll be ready for this veggie burger feast!""]"
Asparagus And Chorizo Quiche,"[""1 prebaked 20 cm quiche shell"", ""200g green asparagus, about 6 spears, washed"", ""1 tablespoon olive oil"", ""100g processed mozarella (about 6-7 rounds)"", ""40-50g chorizo, chopped"", ""2 whole eggs"", ""125g bacon bits, fried till cooked, not crisp"", ""2 shallots, finely chopped"", ""1/4 cup fresh milk"", ""1/4 cup single cream"", ""A drop or two of Angostura bitters"", ""125g fresh mozarella, torn into smallish chunks"", ""1 teaspoon dried mixed herbs (I use a combination of oregano, basil, thyme and parsley)"", ""Salt, to taste""]","bacon bits, bitters, chorizo, eggs, fresh milk, fresh mozarella, green asparagus, mixed herbs, mozarella, olive oil, salt, shallots, shell, single cream",14,food52.com/recipes/11703-asparagus-and-chorizo-quiche,Gathered,"[""Preheat the oven to 180 degrees C and put the tart shell into a tart pan."", ""Peel the stalks of asparagus, leaving the spears untouched. Then cut off the woody base, about 2-3 cm. Drizzle the olive oil over the asparagus spears and then season with salt. Rub each spear to ensure it is coated."", ""Heat a griddle pan till hot and then place the spears on, turning till all sides are a touch cooked, about 2 minutes. Remove from the pan and allow to cool down. Then cut off the stalks but don't discard and chop the stems into 1cm pieces."", ""Place the mozzarella rounds into the base of the pre-baked shell and sprinkle the chopped chorizo on top, followed by the chopped asparagus stalks and spears"", ""In a bowl, combine the eggs, the bacon bits, chopped shallots, milk, cream and angostura bitters. Season lightly with salt. Pour the mixture into the tart shell, over the chorizo and cheese. Then top with the chunks of fresh mozzarella and sprinkle the mixed herbs over the top."", ""Bake in the centre of the oven for 25-30 minutes till the pie is set and the filling is firm and the top is lightly bronzed. Allow to cool and serve with a salad, if desired""]"
Peppermint Mocha Frosted Candy Cane Cupcakes,"[""White swirl:"", ""1 box Baker's Corner White Cake Mix, prepared using:"", ""1 1/4 cups water"", ""1/3 cup Carlini Vegetable Oil"", ""3 Goldhen Large Eggs"", ""Red swirl:"", ""1 box Baker's Corner Devil's Food Cake Mix, prepared using:"", ""1 1/3 cups water"", ""1/2 cup Carlini Vegetable Oil"", ""1 ounce red food coloring"", ""3 Goldhen Large Eggs"", ""Frosting:"", ""2 cups Baker's Corner Powdered Sugar"", ""8 ounces Friendly Farms Cream Cheese"", ""3 tablespoons Baker's Corner Baking Cocoa"", ""4 tablespoons strong brewed coffee"", ""1 tablespoon Countryside Creamery Unsalted Butter, softened"", ""1/4 teaspoon Stonemill Essentials Vanilla Extract"", ""6 tablespoons Bob's Candy Canes, ground (about 8 whole candy canes)"", ""1 cup Friendly Farms Heavy Whipping Cream""]","baking cocoa, canes, carlini vegetable oil, coffee, coloring, countryside creamery unsalted butter, friendly farms cream cheese, friendly farms heavy whipping cream, frosting, goldhen, sugar, vegetable oil, water, white swirl",14,www.myrecipes.com/recipe/peppermint-mocha-candy-cupcakes,Gathered,"[""Preheat oven to 350\u00b0 and line 3 dozen cupcake cups with cupcake liners."", ""Prepare cake mix colors according to the directions on the packaging. For the red Devil's food cake, whisk in the food dye coloring."", ""To create a swirled cupcake: Fill 18 cupcake liners with 1 tablespoon red batter. Then follow with 1 tablespoon white batter. Then follow with 1 tablespoon red batter. Repeat this step starting with the white batter for the remaining 18 cupcakes."", ""Bake 20 minutes until toothpick comes out clean when inserted into a cupcake, or if pressed down on, it springs back."", ""Allow to cool at least 15 minutes before frosting."", ""In a bowl cream together the powdered sugar, cream cheese, baking cocoa, coffee, butter, vanilla extract and ground candy cane. Reserve in refrigerator."", ""In another bowl, whisk the heavy whipping cream until it reaches stiff peaks. Chill in the refrigerator for 5 minutes. Once the heavy whipping cream has chilled, fold it into the creamed mixture with a spatula. If the mixture does not hold its shape, re-whisk it to stiff peaks."", ""Frost each cupcake once they have chilled. Sprinkle with leftover ground candy canes. Refrigerate.""]"
Fruit Skewers With Vin Santo Glaze,"[""Glaze:"", ""1 cup vin santo"", ""1/4 cup sugar"", ""1 (4-inch-long) orange rind strip"", ""1 (2-inch) cinnamon stick"", ""1 tablespoon butter"", ""Skewers:"", ""1 cup cubed, peeled peaches (about 2 medium)"", ""1 cup cubed ripe plums (about 4)"", ""3/4 cup seedless green grapes"", ""3/4 cup pitted sweet cherries"", ""Cooking spray"", ""Cheese:"", ""1 cup part-skim ricotta cheese"", ""2 tablespoons orange blossom honey"", ""1 teaspoon grated orange rind""]","butter, cinnamon stick, cooking spray, cubed ripe plums, green grapes, orange blossom honey, orange rind, orange rind strip, peaches, ricotta cheese, skewers, sugar, sweet cherries, vin santo",14,www.myrecipes.com/recipe/fruit-skewers-with-vin-santo-glaze,Gathered,"[""Prepare grill."", ""To prepare glaze, combine first 4 ingredients in a medium saucepan; bring to a boil. Cook for 15 minutes or until reduced to 1/3 cup. Remove and discard rind and cinnamon. Add butter, stirring with a whisk. Remove from heat. Keep warm."", ""To prepare skewers, thread peaches, plums, grapes, and cherries alternately onto each of 8 (8-inch) skewers; brush with 2 tablespoons glaze, reserving remaining glaze. Place skewers on grill rack coated with cooking spray; grill 4 minutes on each side or until lightly browned."", ""To prepare cheese, combine ricotta and remaining ingredients, stirring well. Spoon about 3/4 tablespoon remaining glaze on each of 4 dessert plates; top with 2 skewers. Spoon about 1/4 cup cheese mixture on each plate.""]"
Krangostura Bitters Recipe,"[""1/2 cup whole cloves"", ""1/4 cup whole black cardamom"", ""3/4 cup blades of mace"", ""2 tablespoons whole allspice berries"", ""1/4 cup cinchona bark (available at Kalustyans and"", "".)"", ""1 heaping teaspoon gentian root (available as chips and twigs from"", "")"", ""2 ounces Indonesian cinnamon (about 16 2\"" long sticks, or 8 full-size)"", ""2/3 cup black raisins"", ""3 tablespoons blackstrap molasses"", ""About 400 milliliters Everclear 190 or highest available proof neutral grain spirit"", ""2 Meyer Lemons and 1 Cara Cara orange, for peels added after two weeks"", ""&nbsp"", ""4 cups water"", ""1 cup muscovado sugar"", ""1 cup water""]","black raisins, blackstrap molasses, blades of mace, cinchona bark, cinnamon, gentian root, lemons, milliliters, muscovado sugar, nbsp, water, whole allspice berries, whole black cardamom, whole cloves",14,www.seriouseats.com/recipes/2011/04/krangostura-bitters-make-your-own-angostura-bitters-recipe.html,Gathered,"[""Loosely mash cloves, cardamom, mace, and allspice in a mortar and pestle to release oils-just a few good bashes, not enough to pulverize. Add to 750 milliliter airtight nonreactive container."", ""Add cinchona bark, gentian root, cinnamon, raisins, and molasses and cover with enough alcohol that solids are submerged and there's an additional half-inch of alcohol in the container. Store in a dark place and shake daily."", ""After two weeks of daily shaking, peel Meyer lemons and Cara Cara orange. Open container and add peels, tearing up peels by hand to release essential oils. Reseal container and store in a dark place, continuing to shake daily."", ""At the end of the fourth week, strain the solid ingredients through cheesecloth and set the strained alcohol aside."", ""To make dilution liquid, place solid ingredients in a soup pot and cover with 4 cups water. Bring this mixture to a boil for about 15 minutes to infuse the flavor of the ingredients into the water. Let cool and strain through cheesecloth. Measure the strained alcohol and mix with an equal amount of strained dilution liquid."", ""To make muscovado simple syrup, heat 1 cup water with 1 cup of muscovado sugar and stir until sugar dissolves. Let cool. Add 3/4 cup simple syrup to the diluted bitters mixture."", ""At this point, you should check for clarity by pour some bitters into a clear glass container and holding it up to the light. If you are satisfied with the clarity, consider yourself done. If you'd like to remove any present sediment, either pass bitters through a coffee filter or multiple layers (5+) of cheesecloth and repeat until you've reached desired clarity.""]"
Perfect Fall Cheese Board,"[""1 chunk honeycomb"", ""purple grapes"", ""figs fresh"", ""Marcona almonds"", ""candied walnuts"", ""Castelvetrano olives"", ""breadsticks"", ""crackers 2 kinds"", ""white cheddar aged"", ""goat cheese rolled it in herbes de Provence"", ""blue cheese low intensity"", ""pomegranate seeds"", ""mimolette cheese"", ""herbes de provence""]","blue cheese, breadsticks, candied walnuts, castelvetrano olives, crackers, fresh, goat cheese, herbes, honeycomb, marcona almonds, mimolette cheese, pomegranate seeds, purple grapes, white cheddar aged",14,www.yummly.com/recipe/Perfect-Fall-Cheese-Board-1384692,Gathered,"[""Grab some still green leaves from a tree"", ""Arrange cheeses first"", ""Add everything around the cheese""]"
Oyster Pie Picayune,"[""1 each pie shell (9 inch) (dough)"", ""4 slices bacon crisp fried"", ""1/2 cup shallots chopped"", ""1/2 cup celery chopped"", ""1/2 cup parsley leaves minced"", ""1/4 cup sweet red bell peppers"", ""1 package soup, cream of mushroom mix"", ""1 1/2 pints oysters unwashed"", ""6 1/2 ounces crab meat white, can"", ""2 ounces mushrooms button, jar"", ""1/2 each lemon juice of"", ""1/2 teaspoon salt"", ""1/2 teaspoon seasoning mix"", ""1 dash red hot pepper sauce""]","bacon crisp, celery, crab meat, cream of mushroom mix, lemon juice of, mushrooms button, oysters unwashed, parsley, pie shell, red hot pepper sauce, salt, seasoning mix, shallots, sweet red bell peppers",14,recipeland.com/recipe/v/oyster-pie-picayune-33690,Recipes1M,"[""Line a greased baking dish with pie dough, bake until done but not brown."", ""Fry 4 slices bacon; save grease."", ""Saute shallots, celery and bell pepper in 2 tablespoon bacon grease."", ""Drain oysters and mushrooms and, using drained-off liquid (make up to 1 cup if necessary with water), blend in mushroom soup mix."", ""Heat over medium heat until thickened."", ""Cook oysters over medium fire until edges curl."", ""Add oysters and liquid to heavy soup mix sauce."", ""Add shallots, celery and bell pepper."", ""Add drained mushrooms, parsley minced, seasoning, salt and crumbled bacon."", ""Stir and fill pie crust."", ""Place fresh crust on top."", ""Bake at 350F (180C) F til brown.""]"
15-Ingredient Julienned Salad,"[""10 cm Daikon radish"", ""10 cm Carrot"", ""1 Cucumber"", ""1 Burdock root"", ""10 cm Konnyaku"", ""1 bag Boiled soy beans"", ""5 grams Dried hijiki seaweed"", ""2 Chikuwa"", ""5 cm Takuan - Yellow pickled daikon"", ""3 to 4 Imitation crabsticks"", ""100 grams Corn kernels"", ""1 can Canned tuna"", ""2 tbsp Ground white sesame seeds"", ""3 Cherry tomatoes"", ""1/2 pack Daikon radish sprouts"", ""1 Creamy Sesame Dressing""]","carrot, chikuwa, crabsticks, cucumber, ground white sesame seeds, hijiki seaweed, kernels, pack daikon radish, radish, root, sesame dressing, soy beans, tomatoes, tuna",14,cookpad.com/us/recipes/153853-15-ingredient-julienned-salad,Recipes1M,"[""This makes a pretty big amount of salad."", ""Prepare the largest bowl you have in the house."", ""Or, just make half the amount."", ""Bring some water to a boil in a pan and add the hijiki seaweed to rehydrate it."", ""Drain very well, and put into the bowl."", ""Bash the konnyaku with the back of your knife and cut into 5cm long strips."", ""With regular sized konnyaku blocks you will have a bit remaining as shown in the photo in the right, so please use it in other dishes."", ""Use the pan you boiled the hijiki seaweed in to blanch the konnyaku and cooked soybeans."", ""Drain and pat dry very well, and add to the bowl with the hijiki seaweed."", ""Cut the carrot, burdock root, daikon radish, chikuwa, and takuan pickles into 5 cm long julienne."", ""Julienne the cucumber also."", ""Shred the crabsticks, and drain the corn very well."", ""Boil the carrot and burdock root in the pan used previously until they are the texture you like."", ""(Add a little vinegar to the water to get rid of the bitterness of the burdock root.)"", ""Drain and pat dry, and put into the bowl."", ""Put all the Step 5 and 6 ingredients and ground sesame seeds in the bowl, and add the canned tuna too."", ""Whether you add the oil from the can is up to you."", ""Mix!"", ""Add the daikon radish sprouts at the end and mix lightly."", ""Cut up the cherry tomatoes and use as garnish."", ""Pour dressing over the salad just before eating, and enjoy.""]"
Homemade Frozen Turkey Burgers,"[""2 lb ground turkey"", ""2/3 cup seasoned bread crumbs (Italian style) more or less as preferred"", ""1 beaten egg"", ""1 tbsp dried Italian seasoning blend"", ""1 fresh ground pepper and sea salt (to taste)"", ""1 sweet bell peppers (mix red, orange, yellow...about a 1/4 of each)"", ""1 green onion (spring onion/ scallions)"", ""1/2 small red onion (or any type)"", ""4 clove garlic"", ""1 scotch bonnet or \"" seasoning peppers\"" or other hot pepper seeds removed (optional)"", ""1 burger bun of your preference (I like onion)"", ""1 salad cream or hummus spread"", ""1 slice of nice quality cheese (sharp or aged cheddar)"", ""1 alfalfa sprouts, and thinly sliced: seedless cucumbers, red onion, grape tomatoes, avocado, red, orange, or yellow bell peppers, mushrooms.""]","alfalfa sprouts, bread crumbs, burger, clove garlic, egg, green onion, ground pepper, ground turkey, italian seasoning blend, quality cheese, red onion, salad cream, scotch, sweet bell peppers",14,cookpad.com/us/recipes/480077-homemade-frozen-turkey-burgers,Recipes1M,"[""MAKE THE PATTIES..."", ""Layer 2 cookie sheets with wax or parchment paper."", ""Set aside."", ""Mince veggies in the \""Additives\"" section very finely (use a mini chopper or food processor if available) Total yield should be about 3/4 cup."", ""Combine all burger mix ingredients with minced veggies in a large bowl."", ""Mix well."", ""Lay mixture on a smooth cutting board in a square or rectangle, divide into even sections depending on the size of your patties."", ""(8-10)"", ""Roll each divided section into a ball then flatten into a burger shaped pattie."", ""Coat patties lightly in flour (optional step), place on wax paper not touching."", ""Freeze."", ""Once fully frozen (overnight), cut the paper so each pattie has its own square."", ""Store in a plastic freezer bag or other airtight container in the freezer."", ""READY TO COOK?!"", ""!"", ""When ready to cook, take burger(s) out of freezer, set aside."", ""Prepare bun and fixins."", ""Heat nonstick skillet on medium with a tiny bit of oil."", ""Carefully place frozen burger into pan."", ""Sear for 1-2 min each side, reduce heat to med-low."", ""Cook another 6-7 minutes each side, gently press pattie occasionally to flatten and expel excess liquid."", ""Remove pattie to a plate and allow to cool for a minute, then pop onto the waiting bun with fixins."", ""Press gently to squish to a manageable size that will fit your chompers, then let the challenge begin!"", ""It's a practiced art form to eat a tall burger, and be ready for fallout if you used alot of fixins!"", ""!"", ""Note: Can be cooked from frozen on a grillpress like a George Foreman (about 10 to 12 mins depending on grill, follow manufacturer cooking recommendations."", ""Flip once 90 turn after 5 min for grid marks)."", ""And for you low carbers, serve bunless atop a bed of mixed baby greens and choice of toppers.""]"
Mike's 3 Pepper Steamed Bun Soup,"[""2 box 32 oz Beef Broth [with sodium]"", ""2 tbsp Quality Fish Sauce [like Thai Kitchen brand]"", ""2 tbsp Siracha Garlic Chile Sauce"", ""2 tbsp Soy Sauce"", ""6 clove Garlic [smashed whole & chopped]"", ""1/2 cup Fresh Cilantro [+ reserves for serving &/or garnish]"", ""1/2 cup Fresh Chives [chopped at angle + reserves for serving &/or garnish]"", ""1/3 cup Fresh Parsley [chopped]"", ""1/2 cup Fresh Thai Basil [+ reserves for serving & garnish]"", ""1 1/2 cup Oyster Mushrooms [rough chop]"", ""1 1\"" Piece Fresh Ginger [left whole in pot]"", ""1 1\"" Piece Fresh Diakon Radish [left whole in pot]"", ""1/2 tsp Fine Chopped Lemon Grass [or 1 tablespoon fresh]"", ""2 large Fresh Jalapenos [round slice + reserves]"", ""2 large Fresh Habeneros [fine choped]"", ""8 Thai Chilies [stems removed - chilies left whole]"", ""1/4 tsp Chinese 5 Spice"", ""4 Oversized Frozen Beef Steamed Buns [12 oz 4 count]""]","+, ], chilies, cilantro, count], fish sauce [like, fresh chives, fresh thai basil [+, garlic, ginger [left, lemon grass [, mushrooms [rough, radish [left, soy sauce",14,cookpad.com/us/recipes/339548-mikes-3-pepper-steamed-bun-soup,Recipes1M,"[""Chop up all of your fresh vegetables."", ""Always wear gloves to chop your chiles."", ""Add everything in the 3 Chile Soup Broth category [except for any reserves listed for serving or garnishing] and bring to a simmer for 30 minutes covered."", ""Then, turn off heat."", ""Pull your 1\"" diakon radish and your 1\"" ginger pieces from pot."", ""Fine chop 1 tablespoon from each piece and place back in pot."", ""Add any fresh reserves [at any amount you desire] to your pot and cover."", ""No heat required."", ""You'll want this dish layered with some crisp to your soup."", ""Turn your broth back on to a simmer."", ""You have 2 options at this stage."", ""You can steam your frozen buns for 15 to 20 minutes or, you can microwave them separately for 2 minutes each as per manufactures directions."", ""Steaming is much better tho."", ""To steam: Place buns on steaming rack."", ""Fill bottom of a pot with 1\"" water."", ""Bring to a heavy boil."", ""Turn down to medium low heat and gently place steaming basket and buns inside."", ""Make sure water isn't touching your buns."", ""Cover pot with a tight fitting lid and steam for 15 to 20 minutes."", ""Check intermittently to make sure they're still steaming."", ""Don't lift lid tho."", ""You'll be able to see the stream rising from the side of your lid."", ""Prepare to plate."", ""Gently lift bun from steamer."", ""Place in your serving bowl first."", ""Ladle hot broth into bowl around your bun."", ""Garnish bowl as you desire."", ""Or, serve with fresh herbs and vegetables and allow your guests to garnish."", ""Also, serve along with fish and Soy sauce."", ""A good idea is to fill soup spoons with additional Siracha Garlic Chile Sauce."", ""Serve immediately."", ""Enjoy!""]"
Fourteen Special Ingredients,"[""6 pieces candied lotus root"", ""3 small pieces sweetened preserved stem ginger, finely chopped"", ""6 pieces candied water chestnuts"", ""6 canned loquats, drained"", ""12 segments canned mandarins, drained"", ""1/2 c. canned lychee juice"", ""1/2 c. canned mandarin juice"", ""1/4 tsp. fresh ginger, grated"", ""6 preserved pitted kumquats"", ""6 pieces winter melon"", ""6 canned lychees, drained"", ""1/2 c. canned loquat juice"", ""1/2 tsp. lemon juice"", ""1 tsp. almond extract""]","almond extract, chestnuts, fresh ginger, ginger, kumquats, lemon juice, loquat juice, loquats, lotus root, lychee juice, mandarin juice, mandarins, winter",13,www.cookbooks.com/Recipe-Details.aspx?id=420746,Gathered,"[""Cut fruits into 1/4-inch cubes."", ""Place remaining ingredients, except almond extract, in a saucepan; bring to a boil."", ""Add the fruits and simmer 2 minutes."", ""Stir in the almond flavoring."", ""Pour into a bowl and refrigerate for 2 hours."", ""This recipe can be doubled and unused portion stored in the refrigerator for several weeks to use as a garnish or side dish."", ""Serve as a dessert or as a side dish with Far East cuisine."", ""Serves 4.""]"
Football Sunday Chili ,"[""2LBS OF GROUND SIRLOIN"", ""[1] - PACKET OF MCCORMICK CHILI SEASONING MIX [ORIG]"", ""[1] - MED. SIZE SWEET ONION"", ""[1] - MED. SIZE GREEN, YELLOW AND RED BELL PEPPERS"", ""[2] - MED SIZE BANANA PEPPERS"", ""[1] - JAR OF CLASSSICO FIRE ROASTED AND GARLIC SAUCE [24OZ] - ONLY USE HALF"", ""[2] - CAN OF RED KIDNEY BEANS [14.5OZ]"", ""[1] - BAG OF FROZEN YELLOW CORN [14.5OZ]"", ""[1] - PACKET OF GREEN ONION"", ""[1] - SOUR CREME"", ""[1] - BAG OF SHARP CHEDDAR CHEESE"", ""[1/4 CUP] - SALT+PEPPER"", ""[1/4 CUP] - CHILI POWDER"", ""[1/4 CUP] - RED PEPPER FLAKES""]","] - chili powder, ] - packet of green onion, ] - packet of mccormick chili seasoning mix [orig], ] - red pepper flakes, ] - sour creme, banana, cheddar cheese, frozen yellow corn, ground sirloin, kidney beans, roasted, size green, size sweet onion",13,www.epicurious.com/recipes/member/views/football-sunday-chili-51526001,Gathered,"[""TAKE THE SIRLOIN AND DROP IT ALL IN A LARGE POT START COOKING THE MEAT UNTIL IT'S ALL COOKED [MED HEAT], ONCE THE MEAT IS COOKED TAKE ALL THE INGREDIENTS [CHOPPED IN SMALL CUBES] AND DROP THEM INTO THE POT WITH THE MEAT...IF YOU HAVE FATTY SIRLOIN THEN DRAIN IT...I USE LEAN MEAT SO I DON'T DRAIN THE MEAT....COOK AT MED HEAT FOR 30MIN THEN REDUCE TO LOW HEAT FOR ABOUT ANOTHER 1.5HRS...THEN SCOOP A BOWL OUT HAD SHARP CHEDDAR CHEESE AND 1 DROP OF SOUR CREAM ...ENJOY WITH HOT SAUCE AS WELL....FRANKS""]"
Foriana Flatbreads,"[""1 cup organic walnut halves"", ""3 whole wheat tortillas"", ""3 tablespoons olive oil"", ""3 medium shallot lobes, peeled and chopped"", ""6 medium garlic cloves, minced"", ""3 tablespoons pine nuts"", ""A pinch (per tortilla) of dried Italian or Greek oregano (You can also use chopped fresh, about a tablespoon all told, if you like.)"", ""Salt"", ""1 tablespoon toasted walnut oil (or olive oil, but the walnut oil is better)"", ""Freshly ground pepper"", ""Ground allspice (a few dashes)"", ""3 tablespoons finely grated Pecorino Romano or Parmigiano Reggiano"", ""6 tablespoon coarsely grated firm cheese such as Manchego or Fontina""]","firm cheese, freshly ground pepper, garlic, ground allspice, olive oil, organic walnut halves, pine nuts, romano, salt, shallot lobes, toasted walnut oil, tortilla, whole wheat tortillas",13,food52.com/recipes/28306-foriana-flatbreads,Gathered,"[""Heat oven to 425 degrees. Position one oven shelf near the top."", ""Put the walnut halves on a large baking sheet; place it on top rack of the oven. You're going to start to brown the nuts while the oven's heating. Put your timer on and check after 10 minutes. The nuts may need a bit more time than that - they probably will, depending on how quickly your oven heats up - so flip them over on the baking sheet, and put them back in for no more than 2 minutes at a time, repeating as necessary to toast the walnuts lightly. Remove from the hot baking sheet, wipe off any small walnut bits and return the baking sheet to the oven until you're ready to put the flatbreads in to bake."", ""While the oven is heating, warm 1 tablespoon of oil in a small skillet. Add the shallot and give it a good stir to coat with the oil. Cook over medium heat, stirring occasionally, for about 2 minutes. Add the minced garlic, pine nuts and oregano. Sprinkle on a small pinch of salt and cook for another minute or so."", ""When the walnuts come out of the oven and have cooled slightly, chop to a medium-fine texture. Add to the ingredients in the skillet, along with the remaining 2 tablespoons of olive oil."", ""Warm over medium heat for a minute or so, stirring to mix all the ingredients together."", ""Divide the contents of the skillet evenly between the three tortillas, scattering it evenly over each. Drizzle on the toasted walnut oil. Grind black pepper over each, to taste. Lightly sprinkle on the ground allspice - a few gentle shakes per flatbread."", ""Sprinkle a tablespoon of the grated Pecorino or Parmigiano over each tortilla, and then cover with the grated Manchego or Fontina."", ""Put the three tortillas onto the hot baking sheet. Bake for 8 - 10 minutes, or until the cheese is fully melted. (Check after 5 minutes, though, in case your oven runs particularly hot."", ""Remove from the oven; cut with a pizza cutter and serve right away. (Small wedges make great appetizers.)""]"
"Mohn Himbeertorte, Austrian Cake With Poppy, Cottage Cheese And Raspberries","[""4 eggs"", ""1/2 cup sugar powder"", ""2/3 cup butter soft"", ""1 tablespoon vanilla sugar"", ""6 2/3 tablespoons wheat flour"", ""9/16 cup hazelnuts powder"", ""5 1/4 ounces ground poppy seeds"", ""1 lemon zest organic"", ""7 sheets gelatin"", ""3 7/8 cups quark cheese 20% fat"", ""15/16 cup icing sugar"", ""2 15/16 cups whipping cream 35% fat minimum plus 2 tablespoons"", ""2 lemons juice and zest"", ""3 sheets gelatin"", ""3 1/2 ounces raspberry puree""]","butter, eggs, gelatin, hazelnuts powder, icing sugar, lemon zest organic, lemons juice, quark cheese, raspberry puree, sugar powder, tablespoons wheat flour, vanilla sugar, whipping cream",13,www.yummly.com/recipe/Mohn-Himbeertorte_-Austrian-Cake-with-Poppy_-Cottage-Cheese-and-Raspberries-781910,Gathered,"[""Preheat oven to 160 degrees Celsius."", ""Separate the egg whites and egg yolks in two different bowls."", ""Beat the egg whites with 50 grams of powdered sugar until mixture whitens."", ""In another bowl, add butter, 50 grams of powdered sugar, and vanilla sugar. Stir until the mixture forms a cream. Add egg yolks, mix until frothy. Stir in egg whites, lifting the dough with a spatula. Add flour, hazelnut powder, ground poppy seeds, and lemon zest. Stir gently to get a nice homogeneous paste."", ""Pour into cake rings and bake for 30 minutes. Use two 20 centimeter diameter cake rings."", ""The layer of cake with poppy should not be too thick. The size should not exceed 2.5 cm to 3 cm."", ""If the cake is too high, then cut size."", ""Cool for 10 minutes in pan, then turn out onto wire rack to cool."", ""Put the gelatin in a bowl of cold water to soften."", ""Beat the quark cheese, icing sugar, and lemon zest."", ""Whip 350 grams of cream to obtain whipped cream."", ""Squeeze the gelatin."", ""Use a double boiler, or a water bath, to heat lemon juice and the 2 remaining tablespoons of cream."", ""When the mixture is really hot, add the gelatin sheets one by one. Mix well with a fork to dissolve completely."", ""Quickly mix in the quark cheese."", ""Gently add the whipped cream, lifting with a spatula ."", ""Cut the cooled poppy cake the size of plating or cake rings. Place in cake rings, preferably lined with rhodoid film for a clean edge."", ""Spread a 2.5 cm to 3 cm layer of mousse evenly on top of poppy cake."", ""Soften the gelatin in a bowl of cold water."", ""In a saucepan, heat half of the raspberry puree."", ""Remove from heat, add gelatin, and stir well to make sure the gelatin melts completely."", ""Add the remaining raspberry puree, let cool (Otherwise, the icing will melt the mousse)."", ""Pour frosting on cake, if needed, level the surface with a spatula. Refrigerate for a least 4 hours, or preferably overnight."", ""To unmold, simply remove the ring, then the rhodoid film, for a very clean cake edge.""]"
Cream of Coconut and Mango Soup,"[""3 tbsp. sm. pearl tapioca"", ""2/3 cup water"", ""4 cups fresh coconut milk,"", ""combination regular milk and coconut milk"", ""1/4 cup sugar"", ""2 cardomon pods"", ""1 stalk lemon grass, bruised"", ""3 quarter-size pieces gingeroot, bruised"", ""1 vanilla bean, split"", ""1/2 cup cream of coconut"", ""3 mangos, diced in 1/2-inch pieces"", ""2 tbsp. fresh-squeezed orange juice"", ""2 tbsp. fresh-squeezed lime juice"", ""2 tbsp. sugar"", ""Fresh mint sprigs, for garnish""]","cardomon pods, combination regular milk, cream of coconut, fresh coconut milk, fresh-squeezed lime juice, fresh-squeezed orange juice, lemon grass, mint sprigs, pearl tapioca, quarter, sugar, vanilla bean, water",13,www.foodgeeks.com/recipes/4713,Recipes1M,"[""In a saucepan set over moderate heat, combine coconut milk, sugar, cardomon pods, lemon grass, ginger and vanilla."", ""Bring to a simmer and let cool."", ""Chill, covered, overnight."", ""In a bowl, combine the tapioca with the water and let mixture sit for 45 minutes."", ""Drain the tapioca."", ""Strain the coconut mixture."", ""In a saucepan set over moderate heat, combine the tapioca with the coconut milk mixture, bring to a simmer and cook over low heat, stirring frequently, for 10 minutes, or until thickened."", ""Transfer to a bowl and stir in the cream."", ""Let cool and chill, covered, until cold."", ""In a bowl, combine mango with orange juice, lime juice and sugar."", ""To serve: Pour coconut mixture into soup bowls then arrange mango mixture in the middle of each bowl."", ""Garnish with mint leaves.""]"
