title,ingredients,distinct_ingredients,num_ingredients,link,source
Caramelized Pear Salad With Toasted Walnuts On Mixed Young Greens,"[""For the Salad"", ""4 pears (2 Bosc, 2 Bartlett)"", ""2 tablespoons safflower oil"", ""1 teaspoon cane sugar"", ""1/2 cup brown Chinese vinegar"", ""1 bunch oak leaf lettuce (preferably red)"", ""1 bunch watercress"", ""1 cup torn pieces of baby Swiss chard"", ""1 cup torn pieces of frisee"", ""Vinaigrette (see below)"", ""1 cup coarsely broken walnut pieces, toasted"", ""Crumbled Point Reyes Blue cheese"", ""For the Vinaigrette"", ""pear pan juices"", ""1/4 cup fresh lime juice"", ""1/8 teaspoon wasabi powder"", ""1/3 cup walnut oil"", ""1/3 cup safflower oil"", ""sea salt and freshly ground white pepper to taste""]","bartlett, brown chinese vinegar, cane sugar, chard, leaf lettuce, lime juice, reyes, safflower oil, salt, vinaigrette, walnut oil, wasabi powder, watercress",13,food52.com/recipes/14415-caramelized-pear-salad-with-toasted-walnuts-on-mixed-young-greens,Gathered
All-American Turkey Sub,"[""2 tablespoons nonfat cream cheese"", ""2 tablespoons nonfat mayonnaise"", ""1/4 teaspoon minced chives"", ""1/8 teaspoon onion powder"", ""4 (2-ounce) whole wheat submarine rolls, split"", ""4 curly leaf lettuce leaves"", ""2 tablespoons commercial oil-free Italian dressing"", ""8 ounces thinly-sliced cooked turkey breast"", ""8 (1/4-inch-thick) slices tomato"", ""4 (3/4-ounce) slices low-fat process American cheese"", ""4 thin slices green pepper"", ""4 thin slices sweet red pepper"", ""4 thin slices sweet yellow pepper""]","american cheese, chives, commercial oil, curly leaf, nonfat cream cheese, nonfat mayonnaise, onion powder, thin slices green pepper, thin slices sweet red pepper, thin slices sweet yellow pepper, tomato, turkey breast, whole wheat submarine rolls",13,www.myrecipes.com/recipe/all-american-turkey-sub,Gathered
Pasta Salad,"[""2 cups of dreamfield elbow pasta noodles"", ""1 cup of oikos non-fat plain Greek yogurt or 1 cup fage non-fat plain Greek yogurt"", ""3 tablespoons Miracle Whip, lite"", ""12 ounce hidden valley ranch fiesta dip mix (1/2 of 1 packet, they make other varieties if the Fiesta blend does not appeal to your tastes, also )"", ""12-34 cup fresh broccoli florets, halved and rinsed thoroughly (per your preference)"", ""12 fresh carrots, julienned or 12 thinly sliced carrot"", ""14 cup jarred pimentos, drained and diced"", ""hard-boiled egg, diced"", ""5 -7 slices turkey bacon, cooked over medium heat until crispy, drained, then chopped into small pieces"", ""10 -20 turkey pepperoni, quartered"", ""fresh lime zest"", ""couple teaspoons fresh lime juice"", ""reduced fat sargento pepper jack cheese or reduced fat shredded sharp cheddar cheese""]","couple, egg, fresh broccoli florets, fresh carrots, lime zest, miracle, packet, pasta noodles, pimentos, sargento pepper, turkey bacon, turkey pepperoni, yogurt",13,www.food.com/recipe/pasta-salad-446082,Recipes1M
Blessed And Preserved Children,"[""1 large field"", ""1 dozen children (of course of mixed colors)"", ""6 to 7 puppies and kitten"", ""2 qt. butterflies"", ""several spreading oak trees"", ""bouquets and bouquets of flowers"", ""1 gallon bubbling brook"", ""a pinch of pebbles"", ""1/2 pint sand"", ""a carefully prepared gentle breeze"", ""a deep blue sky"", ""10 to 12 heaping Tbsp. fluffy white clouds"", ""1 c. sunshine"", ""1 whole warm day"", ""an unmeasured amount of giggles and grins""]","blue sky, bouquets, breeze, butterflies, children, field, fluffy white clouds, gallon bubbling brook, giggles, kitten, pebbles, sunshine",12,www.cookbooks.com/Recipe-Details.aspx?id=437548,Gathered
Turkish Circassian Chicken W Walnut Sauce ,"[""Chicken breast, skinless, boneless -- 3 pounds"", ""Water -- 4 cups"", ""Salt -- 2 teaspoons"", ""Olive oil -- 3 tablespoons"", ""Onion, chopped -- 1"", ""Garlic, minced -- 2 cloves"", ""Paprika -- 3 tablespoons"", ""Cayenne pepper -- 1/2 teaspoon"", ""Walnuts -- 3 cups"", ""White bread, crust removed, soaked in water and squeezed dry -- 2-3 slices"", ""Lemon juice -- 1 tablespoon"", ""Salt and pepper -- to taste"", ""Olive oil -- 3 tablespoons"", ""Paprika -- 2 tablespoons"", ""Parsley, chopped -- 2 tablespoons""]","bread, pepper, chicken, garlic, lemon juice, olive oil, onion, paprika, parsley, salt, walnuts, water",12,www.epicurious.com/recipes/member/views/turkish-circassian-chicken-w-walnut-sauce-50150833,Gathered
Fruited Mixed Greens Salad,"[""1 package (5 ounces) spring mix salad greens"", ""2 cups fresh baby spinach"", ""1 cup fresh arugula or additional fresh baby spinach"", ""1 can (11 ounces) mandarin oranges, drained"", ""2/3 cup chopped walnuts"", ""1/2 cup fresh raspberries"", ""1/2 cup canned diced beets"", ""1/2 cup fresh blueberries"", ""1/4 cup sliced radishes"", ""2/3 cup fat-free poppy seed salad dressing"", ""3 tablespoons red raspberry preserves"", ""1 teaspoon white wine vinegar""]","baby spinach, beets, fresh arugula, fresh blueberries, fresh raspberries, mandarin oranges, radishes, red raspberry preserves, salad dressing, spring mix salad greens, walnuts, white wine vinegar",12,www.tasteofhome.com/recipes/fruited-mixed-greens-salad/,Gathered
Crawfish Boil Recipe for 40 to 45 Pounds of Crawfish,"[""2 sticks unsalted butter"", ""1 (4.5 pound) bag Crawfish Crab and Shrimp Boil"", ""5 pounds of #1 red potatoes, cleaned but not peeled"", ""40 to 45 pounds live crawfish, cleaned"", ""24 ears of corn, shucked and cut into halves"", ""A 20-gallon crawfish pot with basket and lid, or equivalent pot used for frying turkeys"", ""A lifting hook to lower the basket into the cooking pot"", ""Propane burner"", ""Heavy duty rubber kitchen gloves to protect against burns and spices"", ""Heavy duty apron"", ""2 large ice chests with drain plug"", ""Exercise extreme care when handling hot liquids and spices.""]","apron, burner, butter, corn, crawfish, crawfish pot, exercise extreme care when handling, lifting hook, live crawfish, plug, red potatoes, rubber kitchen",12,www.foodnetwork.com/recipes/crawfish-boil-recipe-for-40-to-45-pounds-of-crawfish-recipe.html,Recipes1M
Noel Cake,"[""1 (18.25-ounce) box spice cake mix (recommended: Betty Crocker)"", ""2 (19.5-ounce) boxes chocolate cake mix (recommended: Betty Crocker)"", ""or"", ""Store-bought un-iced cakes: 2 (10-inch) chocolate cakes, 2 (8-inch) spices cakes, 2 (6-inch) chocolate cakes, and 1 jumbo chocolate cupcake (top cut off)"", ""4 (16-ounce) containers creamy white frosting (recommended: Betty Crocker)"", ""1 (1-fluid ounce) bottle green food color (recommended: McCormick)"", ""1 cup white chocolate chips"", ""4 drops green food coloring"", ""1 sugar cone"", ""1 (6.4-ounce) can white decorating icing (recommended: Betty Crocker-Easy Flow)"", ""1 package red licorice whips, 6 cut into 6-inch lengths, 6 cut into 8-inch lengths, and 6 cut into 10-inch lengths"", ""1 (6.4-ounce) can yellow decorating icing (recommended: Betty Crocker-Easy Flow)"", ""1 (6.4-ounce) can red decorating icing (recommended: Betty Crocker-Easy Flow)"", ""16 birthday candles""]","cake mix, cakes, candles, chocolate cake, color, containers, red decorating icing, red licorice, sugar cone, white chocolate chips, white decorating icing, yellow decorating icing",12,www.foodnetwork.com/recipes/noel-cake-recipe.html,Recipes1M
Bug spray using essential oils,"[""10 drops of lavander essential oil."", ""20 drops of citronella essential oil."", ""10 drops of lemongrass essential oil"", ""5 drops of cedarwood essential oil"", ""5 drops of eucalyptus essential oil"", ""5 drops of pine essential oil"", ""5 drops of rosemary essential oil"", ""5 drops of patchouli essential oil"", ""5 drops of geranium essential oil"", ""5 drops of tea tree essential oil"", ""1 (4 oz.) dark colored or aluminum spray mist bottle"", ""1 small measuring cup preferably medicine cup"", ""1 transfer pipette dropper"", ""2 oz of purified water"", ""1 oz 70% rubbing alcohol"", ""3/4 oz of grapeseed oil""]","alcohol, dropper, drops of cedarwood essential oil, drops of citronella essential oil, drops of geranium essential oil, drops of pine essential oil, drops of rosemary essential oil, drops of tea tree essential oil, essential oil, grapeseed oil, measuring, water",12,cookpad.com/us/recipes/344727-bug-spray-using-essential-oils,Recipes1M
Cheesy Vegetable Soup (Lactose intollerant friendly),"[""bunch Broccoli Florets"", ""bunch Carrot chips"", ""large handful cauliflower"", ""1 packages snow peas"", ""1 packages Sugar snap peas"", ""1 packages Melissa's Extra Firm Tofu"", ""2 cup Daiya Cheddar cheese shreds (vegan, lactose free)"", ""2 tbsp RealLemon Juice"", ""5 cup Vegetable broth"", ""2 medium Handful Spinach Leaves (Powdered)"", ""large Handful soy flavor bacon bits"", ""2 tbsp EarthBalance vegan butter"", ""2 bags Uncle Bens Natural Whole Grain Boil in Bag Brown Rice""]","broccoli florets, butter, carrot chips, cheddar cheese shreds, grain boil, handful cauliflower, handful soy flavor, handful spinach, reallemon juice, snow peas, sugar snap peas, vegetable broth",12,cookpad.com/us/recipes/358315-cheesy-vegetable-soup-lactose-intollerant-friendly,Recipes1M
The Original Zombie Recipe,"[""3/4 cup crushed ice"", ""1 1/2 ounces aged Jamaican rum, such as Appleton Estate V/X or Extra"", ""1 1/2 ounces gold Puerto Rican rum"", ""1 ounce 151-proof Lemon Hart Demerara rum"", ""3/4 ounce freshly squeezed lime juice"", ""2 teaspoons white grapefruit juice"", ""1 teaspoon Cinnamon Syrup (see What to Buy note)"", ""1 teaspoon Grenadine (see What to Buy note)"", ""1/2 ounce falernum"", ""1/8 teaspoon Pernod"", ""1 dash aromatic bitters, such as angostura"", ""Ice cubes"", ""1 mint sprig, for garnish""]","aged, aromatic bitters, cinnamon syrup, crushed ice, falernum, freshly squeezed lime juice, gold puerto, grenadine, mint, pernod, rum, white grapefruit juice",12,www.chowhound.com/recipes/the-original-zombie-28155,Recipes1M
Pink Foot Bath,"[""1 cup epsom salts"", ""2 cups powdered milk"", ""2 tablespoons instant oats"", ""1 teaspoon strawberry essence"", ""1 teaspoon vanilla essence"", ""a few drops of rose pink food coloring"", ""5 drops of orange pure essential oils"", ""6 drops of peppermint pure essential oils"", ""4 drops of rose pure essential oils"", ""2 tea bags of camomile herbal tea"", ""18 cup glycerin"", ""hot water, as required""]","coloring, drops of orange pure essential oils, drops of peppermint pure essential oils, drops of rose pure essential oils, epsom salts, glycerin, herbal tea, hot water, instant oats, powdered milk, strawberry, vanilla essence",12,www.food.com/recipe/pink-foot-bath-69823,Recipes1M
Happy New Year,"[""12 whole months"", ""1 part patience"", ""1 part work"", ""1 part courage"", ""1 part hope"", ""1 part faithfulness"", ""1 part generosity"", ""1 part kindness"", ""1 part prayer"", ""1 part meditation"", ""1 good deed"", ""dash of good spirits"", ""sprinkle of fun"", ""pinch of play"", ""1 cup of good humor"", ""1 vessel of love"", ""radiant joy"", ""garnish with a smile"", ""quietness"", ""unselfishness"", ""cheer""]","courage, faithfulness, generosity, kindness, meditation, months, patience, prayer, radiant joy, spirits, unselfishness",11,www.cookbooks.com/Recipe-Details.aspx?id=314472,Gathered
Christmas,"[""2 c. snow"", ""1 whole Santa"", ""5 c. presents"", ""9 tsp. raindeer"", ""1 qt. pine tree"", ""lg. ornaments"", ""1 c. blazing stars"", ""2 tsp. colored lights"", ""6 tsp. kids"", ""4 tsp. stockings"", ""10 qt. house"", ""tsp. chimney""]","blazing stars, chimney, colored lights, house, kids, ornaments, pine tree, presents, raindeer, snow, stockings",11,www.cookbooks.com/Recipe-Details.aspx?id=833068,Gathered
Peanut Butter Bars,"[""1 cup null brown sugarnull"", ""3/4 cup null flournull"", ""1/4 cup null wheat germnull"", ""4 teaspoon null cinnamonnull"", ""3/4 teaspoon null baking sodanull"", ""3-1/2 cup null oatsnull"", ""1/3 cup null applesaucenull"", ""3 tablespoon null canola oilnull"", ""1 cup null peanut butternull"", ""1-1/4 cup null cholesterol-free egg productnull"", ""2 ounce null fat-free milknull"", ""4 teaspoon null null"", ""3/4 cup null raisinsnull""]","null, null applesaucenull, null baking sodanull, null brown sugarnull, null cinnamonnull, null flournull, null null, null oatsnull, null peanut butternull, null raisinsnull, null wheat germnull",11,www.kraftrecipes.com/recipes/peanut-butter-bars-58304.aspx,Recipes1M
Six-Bean Casserole,"[""1/2 lb. bulk Italian sausage"", ""1/4 lb. pepperoni slices"", ""1/2 lb. kielbasa, sliced"", ""1/2 c. barbecue sauce"", ""1 can pork and beans"", ""1 can red kidney beans"", ""1 can hot chili beans"", ""1 can white beans, drained"", ""1 can butter beans, drained"", ""1 can lima beans, drained"", ""1 can tomato soup"", ""3 oz. tomato paste"", ""1/2 c. brown sugar"", ""6 slices bacon""]","bacon, barbecue sauce, brown sugar, butter beans, hot chili beans, italian sausage, kielbasa, lima beans, pepperoni slices, pork, red kidney beans, tomato paste, tomato soup, white beans",14,www.cookbooks.com/Recipe-Details.aspx?id=202937,Gathered
Corned Beef And Cabbage Dinner,"[""Beef Ingredients"", ""3 1/2 lbs corned beef brisket"", ""Seasoning Ingredients"", ""1 cup apple cider or 1 cup apple juice"", ""2 teaspoons whole black peppercorns"", ""3 bay leaves"", ""Vegetables Ingredients"", ""10 ounces frozen white pearl onions"", ""4 medium potatoes, peeled, cut into quarters"", ""1 medium rutabaga, peeled, cut into 2-inch chunks"", ""1 small head cabbage, cut into 8 wedges"", ""Mustard Sauce Ingredients"", ""1 cup heavy whipping cream"", ""1/4 cup horseradish"", ""1/4 cup country-style dijon mustard"", ""2 tablespoons balsamic vinegar or 2 tablespoons red wine vinegar""]","apple cider, balsamic vinegar, bay leaves, beef brisket, country-style, head cabbage, heavy whipping cream, horseradish, ingredients, mustard sauce ingredients, onions, potatoes, vegetables, whole black peppercorns",14,www.food.com/recipe/corned-beef-and-cabbage-dinner-292528,Gathered
Tofu Chocolate Ganache,"[""Chocolate Ganache"", ""3/4 cup soymilk"", ""2 ounces soy margarine"", ""3/4 lb non-dairy chocolate chips (tofu chocolate)"", ""Bitter Chocolate Ganache"", ""1 1/2 cups soymilk"", ""1 cup maple syrup"", ""8 ounces bitter chocolate"", ""4 ounces non-dairy chocolate chips (tofu chocolate)"", ""1 tablespoon vanilla extract"", ""Carob Ganache"", ""1/2 cup brown rice syrup"", ""1/4 cup soymilk"", ""1/4 cup sucanat"", ""1 cup unsweetened nondairy carob chips"", ""2 tablespoons soy margarine"", ""1 tablespoon cocoa (optional)"", ""1/2 teaspoon vanilla extract""]","bitter, brown rice syrup, carob chips, carob ganache, chocolate, chocolate chips, chocolate ganache, cocoa, maple syrup, non-dairy chocolate chips, soy margarine, soymilk, vanilla, vanilla extract",14,www.food.com/recipe/tofu-chocolate-ganache-198134,Gathered
Almond Mustard Pork With Pear And Orange Coleslaw,"[""None None Orange Coleslaw"", ""2 None oranges, peeled, segmented, 2 tbsp orange juice reserved"", ""2 None Asian pears, cut lengthwise into thin matchsticks"", ""4 None red radishes, cut lengthwise into thin matchsticks"", ""3 oz finely shredded Chinese cabbage"", ""1/4 cup fresh mint leaves, shredded finely"", ""2 tbsp avocado oil"", ""None None Almond Mustard Pork with Pear and Orange Coleslaw"", ""2/3 cup almond butter"", ""2 tbsp whole grain mustard"", ""2 tbsp honey"", ""2 tbsp peanut oil"", ""1 tsp ground nutmeg"", ""4 (9 oz) pork fillets""]","almond butter, almond mustard, asian pears, avocado oil, chinese cabbage, fresh mint, grain mustard, ground nutmeg, honey, orange coleslaw, oranges, peanut oil, pork fillets, red radishes",14,recipes-plus.com/api/v2.0/recipes/37265,Gathered
8 Layer Beef Casserole ,"[""3 cupsdried medium noodles (6 ounces)"", ""1 poundground beef"", ""2 8-ounce canstomato sauce"", ""1 teaspoondried basil, crushed"", ""1/2 teaspoonsugar"", ""1/2 teaspoongarlic powder"", ""1/4 teaspoonsalt"", ""1/4 teaspoonblack pepper"", ""1 8-ounce cartondairy sour cream"", ""1 8-ounce packagecream cheese, softened"", ""1/2 cupmilk"", ""1/3 cupchopped onion (1 small)"", ""1 10-ounce packagefrozen chopped spinach, cooked and well drained"", ""1 cupshredded cheddar cheese (4 ounces)""]","beef, canstomato sauce, cheddar cheese, cupmilk, noodles, onion, packagecream cheese, sour cream, spinach, teaspoonblack pepper, teaspoondried basil, teaspoongarlic, teaspoonsalt, teaspoonsugar",14,www.epicurious.com/recipes/member/views/8-layer-beef-casserole-51399601,Gathered
Bad Ass Bhindi Masala ,"[""-Okra (1 lb)"", ""-Cumin Seeds (3 pinches)"", ""-Olive oil or Ghee (3 Tbs)"", ""-1 Onion (finely chopped)"", ""-1/2 to 1 Tomato (finely chopped)"", ""-Garlic (2 cloves)"", ""-Ginger (equal volume to garlic)"", ""-Thai chili (1-2)"", ""-Tumeric (1/4 tsp)"", ""-Cumin powder(1/2 tsp)"", ""-Garam Masala (1/2 tsp)"", ""-Coriander powder (1/2 tsp)"", ""-Salt"", ""-Fresh cilantro (chopped)""]","-coriander powder, -cumin, -cumin seeds, -garlic, -ginger, -okra, -olive oil, -salt, -thai chili, -tumeric, cilantro, masala, onion, tomato",14,www.epicurious.com/recipes/member/views/bad-ass-bhindi-masala-50126004,Gathered
"Fried Paneer Cheese And Asparagus With Tamarind, Jaggery And Coconut","[""1 1/2 cups Indian Paneer cheese cut into small squares"", ""1 large tomato, chopped"", ""1 teaspoon paste of ginger and garlic"", ""1 teaspoon brown mustard seeds"", ""1 teaspoon cumin seeds"", ""1 teaspoon fresh red chilli paste (I make mine by rehydrating Kashmiri dried chillis, you can use Mexican chillis too)"", ""1 tablespoon tamarind paste (try to use whole dried tamarind pods, rehydrate in hot water)"", ""1 tablespoon fresh grated coconut, dessicated could do, but won't be as lovely"", ""2 teaspoons grated jaggery, or 1 teaspoon brown sugar"", ""5-6 fresh curry leaves, can use dried if fresh not available"", ""1-2 tablespoons vegetable oil"", ""1 handful of chopped coriander leaves"", ""1 handful of spring onions"", ""2-4 spears of baby asparagus""]","baby asparagus, brown mustard seeds, cumin seeds, curry, fresh red chilli paste, ginger, grated coconut, grated jaggery, handful, handful of spring onions, squares, tamarind paste, tomato, vegetable oil",14,food52.com/recipes/17115-fried-paneer-cheese-and-asparagus-with-tamarind-jaggery-and-coconut,Gathered
Blackberry Peach Quinoa Burgers On Sweet Potato Buns,"[""For the burgers:"", ""1 ripe peach"", ""1 cup blackberries"", ""1/2 cup quinoa"", ""1/2 cup buckwheat flour"", ""1 tablespoon tamari"", ""1 tablespoon tahini"", ""1 tablespoon apple cider vinegar"", ""1 pinch salt &amp; pepper (to taste)"", ""For the buns:"", ""1 1/2 cups gluten-free oat flour"", ""1/2 cup sweet potato puree"", ""1 tablespoon coconut oil"", ""1/4 teaspoon nutmeg"", ""1/2 teaspoon sea salt""]","apple cider vinegar, blackberries, buckwheat flour, buns, burgers, coconut oil, flour, nutmeg, peach, puree, quinoa, salt, tahini, tamari",14,food52.com/recipes/31058-blackberry-peach-quinoa-burgers-on-sweet-potato-buns,Gathered
Asparagus And Chorizo Quiche,"[""1 prebaked 20 cm quiche shell"", ""200g green asparagus, about 6 spears, washed"", ""1 tablespoon olive oil"", ""100g processed mozarella (about 6-7 rounds)"", ""40-50g chorizo, chopped"", ""2 whole eggs"", ""125g bacon bits, fried till cooked, not crisp"", ""2 shallots, finely chopped"", ""1/4 cup fresh milk"", ""1/4 cup single cream"", ""A drop or two of Angostura bitters"", ""125g fresh mozarella, torn into smallish chunks"", ""1 teaspoon dried mixed herbs (I use a combination of oregano, basil, thyme and parsley)"", ""Salt, to taste""]","bacon bits, bitters, chorizo, eggs, fresh milk, fresh mozarella, green asparagus, mixed herbs, mozarella, olive oil, salt, shallots, shell, single cream",14,food52.com/recipes/11703-asparagus-and-chorizo-quiche,Gathered
Peppermint Mocha Frosted Candy Cane Cupcakes,"[""White swirl:"", ""1 box Baker's Corner White Cake Mix, prepared using:"", ""1 1/4 cups water"", ""1/3 cup Carlini Vegetable Oil"", ""3 Goldhen Large Eggs"", ""Red swirl:"", ""1 box Baker's Corner Devil's Food Cake Mix, prepared using:"", ""1 1/3 cups water"", ""1/2 cup Carlini Vegetable Oil"", ""1 ounce red food coloring"", ""3 Goldhen Large Eggs"", ""Frosting:"", ""2 cups Baker's Corner Powdered Sugar"", ""8 ounces Friendly Farms Cream Cheese"", ""3 tablespoons Baker's Corner Baking Cocoa"", ""4 tablespoons strong brewed coffee"", ""1 tablespoon Countryside Creamery Unsalted Butter, softened"", ""1/4 teaspoon Stonemill Essentials Vanilla Extract"", ""6 tablespoons Bob's Candy Canes, ground (about 8 whole candy canes)"", ""1 cup Friendly Farms Heavy Whipping Cream""]","baking cocoa, canes, carlini vegetable oil, coffee, coloring, countryside creamery unsalted butter, friendly farms cream cheese, friendly farms heavy whipping cream, frosting, goldhen, sugar, vegetable oil, water, white swirl",14,www.myrecipes.com/recipe/peppermint-mocha-candy-cupcakes,Gathered
Fruit Skewers With Vin Santo Glaze,"[""Glaze:"", ""1 cup vin santo"", ""1/4 cup sugar"", ""1 (4-inch-long) orange rind strip"", ""1 (2-inch) cinnamon stick"", ""1 tablespoon butter"", ""Skewers:"", ""1 cup cubed, peeled peaches (about 2 medium)"", ""1 cup cubed ripe plums (about 4)"", ""3/4 cup seedless green grapes"", ""3/4 cup pitted sweet cherries"", ""Cooking spray"", ""Cheese:"", ""1 cup part-skim ricotta cheese"", ""2 tablespoons orange blossom honey"", ""1 teaspoon grated orange rind""]","butter, cinnamon stick, cooking spray, cubed ripe plums, green grapes, orange blossom honey, orange rind, orange rind strip, peaches, ricotta cheese, skewers, sugar, sweet cherries, vin santo",14,www.myrecipes.com/recipe/fruit-skewers-with-vin-santo-glaze,Gathered
Krangostura Bitters Recipe,"[""1/2 cup whole cloves"", ""1/4 cup whole black cardamom"", ""3/4 cup blades of mace"", ""2 tablespoons whole allspice berries"", ""1/4 cup cinchona bark (available at Kalustyans and"", "".)"", ""1 heaping teaspoon gentian root (available as chips and twigs from"", "")"", ""2 ounces Indonesian cinnamon (about 16 2\"" long sticks, or 8 full-size)"", ""2/3 cup black raisins"", ""3 tablespoons blackstrap molasses"", ""About 400 milliliters Everclear 190 or highest available proof neutral grain spirit"", ""2 Meyer Lemons and 1 Cara Cara orange, for peels added after two weeks"", ""&nbsp"", ""4 cups water"", ""1 cup muscovado sugar"", ""1 cup water""]","black raisins, blackstrap molasses, blades of mace, cinchona bark, cinnamon, gentian root, lemons, milliliters, muscovado sugar, nbsp, water, whole allspice berries, whole black cardamom, whole cloves",14,www.seriouseats.com/recipes/2011/04/krangostura-bitters-make-your-own-angostura-bitters-recipe.html,Gathered
Perfect Fall Cheese Board,"[""1 chunk honeycomb"", ""purple grapes"", ""figs fresh"", ""Marcona almonds"", ""candied walnuts"", ""Castelvetrano olives"", ""breadsticks"", ""crackers 2 kinds"", ""white cheddar aged"", ""goat cheese rolled it in herbes de Provence"", ""blue cheese low intensity"", ""pomegranate seeds"", ""mimolette cheese"", ""herbes de provence""]","blue cheese, breadsticks, candied walnuts, castelvetrano olives, crackers, fresh, goat cheese, herbes, honeycomb, marcona almonds, mimolette cheese, pomegranate seeds, purple grapes, white cheddar aged",14,www.yummly.com/recipe/Perfect-Fall-Cheese-Board-1384692,Gathered
Oyster Pie Picayune,"[""1 each pie shell (9 inch) (dough)"", ""4 slices bacon crisp fried"", ""1/2 cup shallots chopped"", ""1/2 cup celery chopped"", ""1/2 cup parsley leaves minced"", ""1/4 cup sweet red bell peppers"", ""1 package soup, cream of mushroom mix"", ""1 1/2 pints oysters unwashed"", ""6 1/2 ounces crab meat white, can"", ""2 ounces mushrooms button, jar"", ""1/2 each lemon juice of"", ""1/2 teaspoon salt"", ""1/2 teaspoon seasoning mix"", ""1 dash red hot pepper sauce""]","bacon crisp, celery, crab meat, cream of mushroom mix, lemon juice of, mushrooms button, oysters unwashed, parsley, pie shell, red hot pepper sauce, salt, seasoning mix, shallots, sweet red bell peppers",14,recipeland.com/recipe/v/oyster-pie-picayune-33690,Recipes1M
15-Ingredient Julienned Salad,"[""10 cm Daikon radish"", ""10 cm Carrot"", ""1 Cucumber"", ""1 Burdock root"", ""10 cm Konnyaku"", ""1 bag Boiled soy beans"", ""5 grams Dried hijiki seaweed"", ""2 Chikuwa"", ""5 cm Takuan - Yellow pickled daikon"", ""3 to 4 Imitation crabsticks"", ""100 grams Corn kernels"", ""1 can Canned tuna"", ""2 tbsp Ground white sesame seeds"", ""3 Cherry tomatoes"", ""1/2 pack Daikon radish sprouts"", ""1 Creamy Sesame Dressing""]","carrot, chikuwa, crabsticks, cucumber, ground white sesame seeds, hijiki seaweed, kernels, pack daikon radish, radish, root, sesame dressing, soy beans, tomatoes, tuna",14,cookpad.com/us/recipes/153853-15-ingredient-julienned-salad,Recipes1M
Homemade Frozen Turkey Burgers,"[""2 lb ground turkey"", ""2/3 cup seasoned bread crumbs (Italian style) more or less as preferred"", ""1 beaten egg"", ""1 tbsp dried Italian seasoning blend"", ""1 fresh ground pepper and sea salt (to taste)"", ""1 sweet bell peppers (mix red, orange, yellow...about a 1/4 of each)"", ""1 green onion (spring onion/ scallions)"", ""1/2 small red onion (or any type)"", ""4 clove garlic"", ""1 scotch bonnet or \"" seasoning peppers\"" or other hot pepper seeds removed (optional)"", ""1 burger bun of your preference (I like onion)"", ""1 salad cream or hummus spread"", ""1 slice of nice quality cheese (sharp or aged cheddar)"", ""1 alfalfa sprouts, and thinly sliced: seedless cucumbers, red onion, grape tomatoes, avocado, red, orange, or yellow bell peppers, mushrooms.""]","alfalfa sprouts, bread crumbs, burger, clove garlic, egg, green onion, ground pepper, ground turkey, italian seasoning blend, quality cheese, red onion, salad cream, scotch, sweet bell peppers",14,cookpad.com/us/recipes/480077-homemade-frozen-turkey-burgers,Recipes1M
Mike's 3 Pepper Steamed Bun Soup,"[""2 box 32 oz Beef Broth [with sodium]"", ""2 tbsp Quality Fish Sauce [like Thai Kitchen brand]"", ""2 tbsp Siracha Garlic Chile Sauce"", ""2 tbsp Soy Sauce"", ""6 clove Garlic [smashed whole & chopped]"", ""1/2 cup Fresh Cilantro [+ reserves for serving &/or garnish]"", ""1/2 cup Fresh Chives [chopped at angle + reserves for serving &/or garnish]"", ""1/3 cup Fresh Parsley [chopped]"", ""1/2 cup Fresh Thai Basil [+ reserves for serving & garnish]"", ""1 1/2 cup Oyster Mushrooms [rough chop]"", ""1 1\"" Piece Fresh Ginger [left whole in pot]"", ""1 1\"" Piece Fresh Diakon Radish [left whole in pot]"", ""1/2 tsp Fine Chopped Lemon Grass [or 1 tablespoon fresh]"", ""2 large Fresh Jalapenos [round slice + reserves]"", ""2 large Fresh Habeneros [fine choped]"", ""8 Thai Chilies [stems removed - chilies left whole]"", ""1/4 tsp Chinese 5 Spice"", ""4 Oversized Frozen Beef Steamed Buns [12 oz 4 count]""]","+, ], chilies, cilantro, count], fish sauce [like, fresh chives, fresh thai basil [+, garlic, ginger [left, lemon grass [, mushrooms [rough, radish [left, soy sauce",14,cookpad.com/us/recipes/339548-mikes-3-pepper-steamed-bun-soup,Recipes1M
Fourteen Special Ingredients,"[""6 pieces candied lotus root"", ""3 small pieces sweetened preserved stem ginger, finely chopped"", ""6 pieces candied water chestnuts"", ""6 canned loquats, drained"", ""12 segments canned mandarins, drained"", ""1/2 c. canned lychee juice"", ""1/2 c. canned mandarin juice"", ""1/4 tsp. fresh ginger, grated"", ""6 preserved pitted kumquats"", ""6 pieces winter melon"", ""6 canned lychees, drained"", ""1/2 c. canned loquat juice"", ""1/2 tsp. lemon juice"", ""1 tsp. almond extract""]","almond extract, chestnuts, fresh ginger, ginger, kumquats, lemon juice, loquat juice, loquats, lotus root, lychee juice, mandarin juice, mandarins, winter",13,www.cookbooks.com/Recipe-Details.aspx?id=420746,Gathered
